1604189043.262121,10
1604189043.707358,10
1604189044.093429,10
1604189044.342984,10
1604189044.5264058,10
1604189044.723576,10
1604189044.858788,10
1604189045.00679,10
1604189045.1860428,10
1604189045.3434181,10
1604189045.492019,10
1604189045.667572,10
1604189045.838551,10
1604189045.9904351,10
1604189046.158127,10
1604189046.311454,10
1604189046.4709198,10
1604189046.634571,10
1604189046.7913878,10
1604189046.957705,10
1604189382.282974,0
1604189382.288196,1
1604189382.29456,2
1604189382.299204,3
1604189382.304291,4
1604189382.309459,5
1604189382.3141298,6
1604189382.318825,7
1604189382.3247209,8
1604189382.329912,9
1604189382.3346088,10
1604189382.339464,11
1604189382.344527,12
1604189382.349324,13
1604189382.353982,14
1604189382.358929,15
1604189382.364525,16
1604189382.369432,17
1604189382.37458,18
1604189382.3793721,19
1604189382.3843782,20
1604189382.389189,21
1604189382.3942242,22
1604189382.400362,23
1604189382.405442,24
1604189382.411765,25
1604189382.4166038,26
1604189382.421495,27
1604189382.426209,28
1604189382.43104,29
1604189382.435841,30
1604189382.4407291,31
1604189382.445424,32
1604189382.4512289,33
1604189382.458153,34
1604189382.463561,35
1604189382.468147,36
1604189382.4732969,37
1604189382.479569,38
1604189382.484674,39
1604189382.4896,40
1604189382.494272,41
1604189382.5002801,42
1604189382.505908,43
1604189382.511656,44
1604189382.5163991,45
1604189382.521425,46
1604189382.526405,47
1604189382.531243,48
1604189382.5356731,49
1604189382.541068,50
1604189382.546601,51
1604189382.553468,52
1604189382.558748,53
1604189382.5638888,54
1604189382.568596,55
1604189382.5734668,56
1604189382.578356,57
1604189382.5835361,58
1604189382.588282,59
1604189382.594501,60
1604189382.6028721,61
1604189382.607692,62
1604189382.6125739,63
1604189382.617174,64
1604189382.622189,65
1604189382.6269,66
1604189382.6317282,67
1604189382.637769,68
1604189382.644524,69
1604189382.6506891,70
1604189382.655351,71
1604189382.6602938,72
1604189382.664989,73
1604189382.669976,74
1604189382.674794,75
1604189382.681058,76
1604189382.687279,77
1604189382.6936262,78
1604189382.698666,79
1604189382.7036622,80
1604189382.708383,81
1604189382.713269,82
1604189382.717941,83
1604189382.723077,84
1604189382.727755,85
1604189382.734744,86
1604189382.740164,87
1604189382.7472682,88
1604189382.754293,89
1604189382.7604659,90
1604189382.7659268,91
1604189382.772779,92
1604189382.781033,93
1604189382.786583,94
1604189382.792208,95
1604189382.81774,96
1604189382.828783,97
1604189382.835047,98
1604189382.845223,99
1604189382.851082,100
1604189382.855888,101
1604189382.8652549,102
1604189382.873313,103
1604189382.8833349,104
1604189382.891532,105
1604189382.8966029,106
1604189382.9015749,107
1604189382.906831,108
1604189382.915688,109
1604189382.922294,110
1604189382.929962,111
1604189382.936096,112
1604189382.947253,113
1604189382.953907,114
1604189382.960311,115
1604189382.965389,116
1604189382.9707189,117
1604189382.979346,118
1604189382.986635,119
1604189382.992791,120
1604189382.997592,121
1604189383.002882,122
1604189383.012266,123
1604189383.018943,124
1604189383.024992,125
1604189383.030027,126
1604189383.0346508,127
1604189383.044482,128
1604189383.052381,129
1604189383.0585861,130
1604189383.063941,131
1604189383.0692701,132
1604189383.076299,133
1604189383.0834858,134
1604189383.089685,135
1604189383.09708,136
1604189383.103221,137
1604189383.11152,138
1604189383.1180081,139
1604189383.124776,140
1604189383.129726,141
1604189383.135391,142
1604189383.146574,143
1604189383.153713,144
1604189383.159106,145
1604189383.164147,146
1604189383.168698,147
1604189383.1767209,148
1604189383.184277,149
1604189383.192158,150
1604189383.19753,151
1604189383.2028348,152
1604189383.210947,153
1604189383.217032,154
1604189383.222613,155
1604189383.230918,156
1604189383.2368698,157
1604189383.2498739,158
1604189383.2569642,159
1604189383.2627258,160
1604189383.267387,161
1604189383.273481,162
1604189383.282776,163
1604189383.291508,164
1604189383.2964532,165
1604189383.301568,166
1604189383.3113961,167
1604189383.3173141,168
1604189383.325645,169
1604189383.330793,170
1604189383.335862,171
1604189383.345969,172
1604189383.352691,173
1604189383.359463,174
1604189383.364467,175
1604189383.369434,176
1604189383.378124,177
1604189383.384755,178
1604189383.391974,179
1604189383.3965282,180
1604189383.401421,181
1604189383.4086888,182
1604189383.416091,183
1604189383.42348,184
1604189383.428538,185
1604189383.433593,186
1604189383.438442,187
1604189383.4477062,188
1604189383.455169,189
1604189383.4629388,190
1604189383.4693272,191
1604189383.478133,192
1604189383.485138,193
1604189383.49194,194
1604189383.4968278,195
1604189383.5018141,196
1604189383.510655,197
1604189383.516927,198
1604189383.524118,199
1604189383.528967,200
1604189383.533817,201
1604189383.544529,202
1604189383.5524511,203
1604189383.558492,204
1604189383.56387,205
1604189383.568633,206
1604189383.5764081,207
1604189383.5837598,208
1604189383.592917,209
1604189383.5977888,210
1604189383.6031559,211
1604189383.613079,212
1604189383.619649,213
1604189383.625416,214
1604189383.63059,215
1604189383.635585,216
1604189383.6468291,217
1604189383.6533902,218
1604189383.6586611,219
1604189383.6636438,220
1604189383.668161,221
1604189383.67534,222
1604189383.681236,223
1604189383.686996,224
1604189383.692912,225
1604189383.697748,226
1604189383.7039812,227
1604189383.7115,228
1604189383.717375,229
1604189383.722508,230
1604189383.727575,231
1604189383.732521,232
1604189383.7402072,233
1604189383.747099,234
1604189383.753503,235
1604189383.761066,236
1604189383.766783,237
1604189383.772165,238
1604189383.776939,239
1604189383.781792,240
1604189383.787743,241
1604189383.793119,242
1604189383.7993941,243
1604189383.809697,244
1604189383.81547,245
1604189383.821358,246
1604189383.8263402,247
1604189383.8327801,248
1604189383.841006,249
1604189383.847976,250
1604189383.8544378,251
1604189383.862081,252
1604189383.8684769,253
1604189383.874779,254
1604189383.879841,255
1604189383.8856692,256
1604189383.892083,257
1604189383.897716,258
1604189383.9038248,259
1604189383.911381,260
1604189383.9171689,261
1604189383.922521,262
1604189383.9273212,263
1604189383.933586,264
1604189383.943509,265
1604189383.948383,266
1604189383.954526,267
1604189383.961771,268
1604189383.9696581,269
1604189383.976234,270
1604189383.983281,271
1604189383.9898481,272
1604189383.996415,273
1604189384.012775,274
1604189384.0208519,275
1604189384.02661,276
1604189384.033582,277
1604189384.043128,278
1604189384.048427,279
1604189384.053403,280
1604189384.061385,281
1604189384.0680032,282
1604189384.0759099,283
1604189384.082057,284
1604189384.086924,285
1604189384.092621,286
1604189384.097715,287
1604189384.1027231,288
1604189384.1111639,289
1604189384.116914,290
1604189384.123991,291
1604189384.1303182,292
1604189384.1351209,293
1604189384.14247,294
1604189384.147381,295
1604189384.1523352,296
1604189384.156933,297
1604189384.1617868,298
1604189384.1674502,299
1604189384.174272,300
1604189384.179687,301
1604189384.184366,302
1604189384.189753,303
1604189384.194342,304
1604189384.199014,305
1604189384.204733,306
1604189384.210145,307
1604189384.215671,308
1604189384.223207,309
1604189384.228192,310
1604189384.233255,311
1604189384.2384992,312
1604189384.244899,313
1604189384.2496152,314
1604189384.254462,315
1604189384.259958,316
1604189384.26542,317
1604189384.272202,318
1604189384.276851,319
1604189384.2818298,320
1604189384.286664,321
1604189384.291785,322
1604189384.296292,323
1604189384.301228,324
1604189384.3080058,325
1604189384.313219,326
1604189384.318424,327
1604189384.323838,328
1604189384.328959,329
1604189384.333622,330
1604189384.339073,331
1604189384.344754,332
1604189384.3499641,333
1604189384.355247,334
1604189384.362419,335
1604189384.367075,336
1604189384.3726048,337
1604189384.3773088,338
1604189384.382154,339
1604189384.386848,340
1604189384.392062,341
1604189384.397372,342
1604189384.403125,343
1604189384.410707,344
1604189384.415345,345
1604189384.420398,346
1604189384.424979,347
1604189384.429995,348
1604189384.434653,349
1604189384.4405718,350
1604189384.4465852,351
1604189384.453537,352
1604189384.459976,353
1604189384.4659379,354
1604189384.474468,355
1604189384.4815722,356
1604189384.487881,357
1604189384.495504,358
1604189384.5026891,359
1604189384.5123358,360
1604189384.51899,361
1604189384.527576,362
1604189384.536174,363
1604189384.547956,364
1604189384.5568352,365
1604189384.5651672,366
1604189384.575833,367
1604189384.583033,368
1604189384.589866,369
1604189384.596457,370
1604189384.6015291,371
1604189384.6115682,372
1604189384.618141,373
1604189384.624216,374
1604189384.629152,375
1604189384.6339881,376
1604189384.645322,377
1604189384.652722,378
1604189384.6593,379
